Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value,Low CI,High CI,Confidence Interval,Quartile range,code,Start Date
1,Depressive Disorder,By State,New Jersey,New Jersey,3,May 14 - May 19,26.9,22.5,31.6,22.5 - 31.6,25.7-36.4,NJ,14-May
1,Anxiety Disorder,By State,New Jersey,New Jersey,3,May 14 - May 19,34.4,29.1,40,29.1 - 40.0,28.9-36.1,NJ,14-May
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3,May 14 - May 19,39.3,34,44.8,34.0 - 44.8,35.0-44.3,NJ,14-May
1,Depressive Disorder,By State,New Jersey,New Jersey,4,May 21 - May 26,22.9,19.4,26.6,19.4 - 26.6,21.0-22.9,NJ,21-May
1,Anxiety Disorder,By State,New Jersey,New Jersey,4,May 21 - May 26,26.2,22.3,30.5,22.3 - 30.5,24.8-28.6,NJ,21-May
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,4,May 21 - May 26,31.1,27.5,35,27.5 - 35.0,29.6-33.1,NJ,21-May
1,Depressive Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,25.8,22,29.8,22.0 - 29.8,24.4-26.8,NJ,28-May
1,Anxiety Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,31.8,28.3,35.5,28.3 - 35.5,31.8-37.1,NJ,28-May
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,5,May 28 - June 2,36.5,32.9,40.3,32.9 - 40.3,34.3-36.9,NJ,28-May
1,Depressive Disorder,By State,New Jersey,New Jersey,6,June 4 - June 9,21.8,17.2,27,17.2 - 27.0,21.3-25.0,NJ,4-Jun
1,Anxiety Disorder,By State,New Jersey,New Jersey,6,June 4 - June 9,30.7,25.5,36.4,25.5 - 36.4,29.9-32.7,NJ,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,6,June 4 - June 9,33.8,28.2,39.8,28.2 - 39.8,31.1-34.7,NJ,4-Jun
1,Depressive Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,26.9,22.9,31.2,22.9 - 31.2,26.8-34.5,NJ,11-Jun
1,Anxiety Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,33.5,28.5,38.8,28.5 - 38.8,33.4-39.8,NJ,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,38.7,33.9,43.6,33.9 - 43.6,38.0-43.5,NJ,11-Jun
1,Depressive Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,24.4,20.8,28.2,20.8 - 28.2,22.5-25.0,NJ,18-Jun
1,Anxiety Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,30.8,26.4,35.4,26.4 - 35.4,27.8-30.8,NJ,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,34.1,29.6,38.8,29.6 - 38.8,31.8-34.4,NJ,18-Jun
1,Depressive Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,24.2,20.3,28.5,20.3 - 28.5,23.9-26.0,NJ,25-Jun
1,Anxiety Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,30.2,26,34.6,26.0 - 34.6,29.5-32.2,NJ,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,9,June 25 - June 30,33.9,29.9,38,29.9 - 38.0,29.2-34.0,NJ,25-Jun
1,Depressive Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,25.9,22.2,29.8,22.2 - 29.8,23.9-26.7,NJ,2-Jul
1,Anxiety Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,33.6,29.6,37.8,29.6 - 37.8,33.0-35.3,NJ,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,10,July 2 - July 7,38.2,34.1,42.4,34.1 - 42.4,38.1-40.6,NJ,2-Jul
1,Depressive Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,28.7,25.5,32,25.5 - 32.0,27.3-30.7,NJ,9-Jul
1,Anxiety Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,37.1,33.2,41.1,33.2 - 41.1,34.3-37.8,NJ,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,11,July 9 - July 14,42,38.3,45.8,38.3 - 45.8,38.4-42.0,NJ,9-Jul
1,Depressive Disorder,By State,New Jersey,New Jersey,12,July 16 - July 21,26.8,22,32,22.0 - 32.0,26.0-29.3,NJ,16-Jul
1,Anxiety Disorder,By State,New Jersey,New Jersey,12,July 16 - July 21,34.2,29,39.6,29.0 - 39.6,32.3-35.5,NJ,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,12,July 16 - July 21,37.6,31.9,43.6,31.9 - 43.6,37.2-40.5,NJ,16-Jul
2,Depressive Disorder,By State,New Jersey,New Jersey,13,Aug 19 - Aug 31,24.7,21.9,27.8,21.9 - 27.8,23.9-25.7,NJ,19-Aug
2,Anxiety Disorder,By State,New Jersey,New Jersey,13,Aug 19 - Aug 31,33.3,30.4,36.4,30.4 - 36.4,30.7-33.3,NJ,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,13,Aug 19 - Aug 31,37.8,34.6,41.2,34.6 - 41.2,35.7-38.2,NJ,19-Aug
2,Depressive Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,21.9,18.5,25.5,18.5 - 25.5,21.8-23.2,NJ,2-Sep
2,Anxiety Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,30.7,27.4,34.2,27.4 - 34.2,29.1-31.1,NJ,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,14,Sep 2 - Sep 14,35.4,31.4,39.6,31.4 - 39.6,35.4-38.1,NJ,2-Sep
2,Depressive Disorder,By State,New Jersey,New Jersey,15,Sep 16 - Sep 28,23.7,20.2,27.4,20.2 - 27.4,21.6-24.0,NJ,16-Sep
2,Anxiety Disorder,By State,New Jersey,New Jersey,15,Sep 16 - Sep 28,34.9,30.9,39,30.9 - 39.0,34.0-41.1,NJ,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,15,Sep 16 - Sep 28,38.3,34,42.7,34.0 - 42.7,36.3-38.4,NJ,16-Sep
2,Depressive Disorder,By State,New Jersey,New Jersey,16,Sep 30 - Oct 12,22.5,19.6,25.8,19.6 - 25.8,22.5-24.4,NJ,30-Sep
2,Anxiety Disorder,By State,New Jersey,New Jersey,16,Sep 30 - Oct 12,34.7,31.8,37.8,31.8 - 37.8,34.0-39.3,NJ,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,16,Sep 30 - Oct 12,39.1,35.7,42.5,35.7 - 42.5,38.9-44.0,NJ,30-Sep
2,Depressive Disorder,By State,New Jersey,New Jersey,17,Oct 14 - Oct 26,23.4,20.2,26.9,20.2 - 26.9,22.5-25.2,NJ,14-Oct
2,Anxiety Disorder,By State,New Jersey,New Jersey,17,Oct 14 - Oct 26,31,27.5,34.7,27.5 - 34.7,30.4-32.5,NJ,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,17,Oct 14 - Oct 26,35.7,31.7,39.9,31.7 - 39.9,35.5-37.1,NJ,14-Oct
1,Depressive Disorder,By State,New Mexico,New Mexico,1,Apr 23 - May 5,22.4,18.3,26.9,18.3 - 26.9,22.2 - 24.0,NM,23-Apr
1,Anxiety Disorder,By State,New Mexico,New Mexico,1,Apr 23 - May 5,27.9,23.9,32.2,23.9 - 32.2,27.9 - 30.3,NM,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1,Apr 23 - May 5,34.6,29.9,39.7,29.9 - 39.7,33.4 - 34.7,NM,23-Apr
1,Depressive Disorder,By State,New Mexico,New Mexico,2,May 7 - May 12,29,20.8,38.3,20.8 - 38.3,25.7 - 35.5,NM,7-May
1,Anxiety Disorder,By State,New Mexico,New Mexico,2,May 7 - May 12,30.2,22.7,38.4,22.7 - 38.4,28.8 - 31.5,NM,7-May
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2,May 7 - May 12,39.8,31.8,48.2,31.8 - 48.2,36.1 - 48.4,NM,7-May
1,Depressive Disorder,By State,New Mexico,New Mexico,3,May 14 - May 19,28.4,23.9,33.3,23.9 - 33.3,25.7-36.4,NM,14-May
1,Anxiety Disorder,By State,New Mexico,New Mexico,3,May 14 - May 19,29.6,25.4,34.2,25.4 - 34.2,28.9-36.1,NM,14-May
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3,May 14 - May 19,37.4,32.7,42.3,32.7 - 42.3,35.0-44.3,NM,14-May
1,Depressive Disorder,By State,New Mexico,New Mexico,4,May 21 - May 26,28.7,24.2,33.5,24.2 - 33.5,25.9-31.1,NM,21-May
1,Anxiety Disorder,By State,New Mexico,New Mexico,4,May 21 - May 26,35.4,30.5,40.6,30.5 - 40.6,30.7-36.0,NM,21-May
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,4,May 21 - May 26,39.1,34.4,43.9,34.4 - 43.9,35.6-41.4,NM,21-May
1,Depressive Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,24.3,20.1,28.9,20.1 - 28.9,21.5-24.3,NM,28-May
1,Anxiety Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,37.1,32.1,42.3,32.1 - 42.3,31.8-37.1,NM,28-May
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,5,May 28 - June 2,39.5,34.6,44.6,34.6 - 44.6,37.0-40.0,NM,28-May
1,Depressive Disorder,By State,New Mexico,New Mexico,6,June 4 - June 9,23.7,18.8,29.2,18.8 - 29.2,21.3-25.0,NM,4-Jun
1,Anxiety Disorder,By State,New Mexico,New Mexico,6,June 4 - June 9,28.6,23.5,34.2,23.5 - 34.2,26.5-29.8,NM,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,6,June 4 - June 9,34.7,29.1,40.6,29.1 - 40.6,31.1-34.7,NM,4-Jun
1,Depressive Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,18.8,13.6,24.8,13.6 - 24.8,14.3-21.7,NM,11-Jun
1,Anxiety Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,22.7,16.6,29.7,16.6 - 29.7,22.7-27.3,NM,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,25.5,19.3,32.5,19.3 - 32.5,25.5-32.2,NM,11-Jun
1,Depressive Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,29.4,24.6,34.6,24.6 - 34.6,28.8-35.6,NM,18-Jun
1,Anxiety Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,39,34,44.2,34.0 - 44.2,33.4-41.3,NM,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,42.5,37.7,47.4,37.7 - 47.4,38.4-46.8,NM,18-Jun
1,Depressive Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,29.7,25.1,34.7,25.1 - 34.7,29.0-34.5,NM,25-Jun
1,Anxiety Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,32.2,27.5,37.3,27.5 - 37.3,29.5-32.2,NM,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,9,June 25 - June 30,39.1,33.9,44.5,33.9 - 44.5,36.0-39.4,NM,25-Jun
1,Depressive Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,32.5,28.1,37.1,28.1 - 37.1,29.4-34.6,NM,2-Jul
1,Anxiety Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,38.1,33.4,43,33.4 - 43.0,35.4-40.6,NM,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,10,July 2 - July 7,43.3,39,47.6,39.0 - 47.6,40.7-44.8,NM,2-Jul
1,Depressive Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,30.1,25.6,34.9,25.6 - 34.9,27.3-30.7,NM,9-Jul
1,Anxiety Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,38.6,33.8,43.6,33.8 - 43.6,37.9-42.8,NM,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,11,July 9 - July 14,41.7,36.6,47,36.6 - 47.0,38.4-42.0,NM,9-Jul
1,Depressive Disorder,By State,New Mexico,New Mexico,12,July 16 - July 21,37.6,32.5,43,32.5 - 43.0,32.3-38.6,NM,16-Jul
1,Anxiety Disorder,By State,New Mexico,New Mexico,12,July 16 - July 21,44.7,39.4,50.2,39.4 - 50.2,38.5-45.4,NM,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,12,July 16 - July 21,47.5,42.1,52.9,42.1 - 52.9,43.6-50.2,NM,16-Jul
2,Depressive Disorder,By State,New Mexico,New Mexico,13,Aug 19 - Aug 31,27.8,24.1,31.8,24.1 - 31.8,25.8-28.3,NM,19-Aug
2,Anxiety Disorder,By State,New Mexico,New Mexico,13,Aug 19 - Aug 31,35.2,31.8,38.8,31.8 - 38.8,33.4-37.1,NM,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,13,Aug 19 - Aug 31,38.9,34.9,43,34.9 - 43.0,38.3-40.4,NM,19-Aug
2,Depressive Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,27.5,24.2,31,24.2 - 31.0,26.6-30.3,NM,2-Sep
2,Anxiety Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,34.7,30.8,38.7,30.8 - 38.7,33.5-36.9,NM,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,14,Sep 2 - Sep 14,40.2,36.4,44.2,36.4 - 44.2,38.2-41.7,NM,2-Sep
2,Depressive Disorder,By State,New Mexico,New Mexico,15,Sep 16 - Sep 28,29.1,24.3,34.2,24.3 - 34.2,26.9-31.8,NM,16-Sep
2,Anxiety Disorder,By State,New Mexico,New Mexico,15,Sep 16 - Sep 28,38,34.4,41.6,34.4 - 41.6,34.0-41.1,NM,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,15,Sep 16 - Sep 28,43.2,39.1,47.3,39.1 - 47.3,38.5-47.6,NM,16-Sep
2,Depressive Disorder,By State,New Mexico,New Mexico,16,Sep 30 - Oct 12,26.1,22.4,30,22.4 - 30.0,26.1-31.5,NM,30-Sep
2,Anxiety Disorder,By State,New Mexico,New Mexico,16,Sep 30 - Oct 12,33.9,29.2,38.7,29.2 - 38.7,31.8-33.9,NM,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,16,Sep 30 - Oct 12,41.1,36.3,46,36.3 - 46.0,38.9-44.0,NM,30-Sep
2,Depressive Disorder,By State,New Mexico,New Mexico,17,Oct 14 - Oct 26,31.9,27.4,36.7,27.4 - 36.7,27.4-33.4,NM,14-Oct
2,Anxiety Disorder,By State,New Mexico,New Mexico,17,Oct 14 - Oct 26,39.5,35,44.2,35.0 - 44.2,34.9-39.5,NM,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,17,Oct 14 - Oct 26,46.3,41.4,51.2,41.4 - 51.2,39.7-46.3,NM,14-Oct
1,Depressive Disorder,By State,New York,New York,1,Apr 23 - May 5,28.7,24.6,33.1,24.6 - 33.1,24.1 - 28.7,NY,23-Apr
1,Anxiety Disorder,By State,New York,New York,1,Apr 23 - May 5,36.1,32.1,40.2,32.1 - 40.2,31.7 - 37.0,NY,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,1,Apr 23 - May 5,41.4,36.7,46.1,36.7 - 46.1,36.8 - 41.4,NY,23-Apr
1,Depressive Disorder,By State,New York,New York,2,May 7 - May 12,29.2,24.2,34.6,24.2 - 34.6,25.7 - 35.5,NY,7-May
1,Anxiety Disorder,By State,New York,New York,2,May 7 - May 12,33,27.7,38.5,27.7 - 38.5,31.6 - 38.3,NY,7-May
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,2,May 7 - May 12,36.9,31.6,42.4,31.6 - 42.4,36.1 - 48.4,NY,7-May
1,Depressive Disorder,By State,New York,New York,3,May 14 - May 19,23.8,20,28,20.0 - 28.0,23.3-25.6,NY,14-May
1,Anxiety Disorder,By State,New York,New York,3,May 14 - May 19,26.8,23.1,30.8,23.1 - 30.8,25.3-27.4,NY,14-May
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,3,May 14 - May 19,34.9,30.5,39.5,30.5 - 39.5,32.6-34.9,NY,14-May
1,Depressive Disorder,By State,New York,New York,4,May 21 - May 26,23.7,20,27.8,20.0 - 27.8,23.0-25.8,NY,21-May
1,Anxiety Disorder,By State,New York,New York,4,May 21 - May 26,30.6,26.8,34.5,26.8 - 34.5,28.7-30.6,NY,21-May
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,4,May 21 - May 26,34.4,30.5,38.5,30.5 - 38.5,33.2-35.5,NY,21-May
1,Depressive Disorder,By State,New York,New York,5,May 28 - June 2,24.5,21.3,27.9,21.3 - 27.9,24.4-26.8,NY,28-May
1,Anxiety Disorder,By State,New York,New York,5,May 28 - June 2,29.8,26.4,33.4,26.4 - 33.4,29.7-31.7,NY,28-May
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,5,May 28 - June 2,34.8,31.6,38.2,31.6 - 38.2,34.3-36.9,NY,28-May
1,Depressive Disorder,By State,New York,New York,6,June 4 - June 9,28.5,24,33.2,24.0 - 33.2,27.3-30.3,NY,4-Jun
1,Anxiety Disorder,By State,New York,New York,6,June 4 - June 9,36.3,30.9,41.9,30.9 - 41.9,32.8-36.3,NY,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,6,June 4 - June 9,38.6,33.2,44.2,33.2 - 44.2,37.7-40.7,NY,4-Jun
1,Depressive Disorder,By State,New York,New York,7,June 11 - June 16,23.4,19.6,27.5,19.6 - 27.5,21.8-23.9,NY,11-Jun
1,Anxiety Disorder,By State,New York,New York,7,June 11 - June 16,28.7,24.3,33.3,24.3 - 33.3,27.4-30.5,NY,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,7,June 11 - June 16,32.9,28.1,37.8,28.1 - 37.8,32.3-34.9,NY,11-Jun
1,Depressive Disorder,By State,New York,New York,8,June 18 - June 23,24.2,20.8,27.9,20.8 - 27.9,22.5-25.0,NY,18-Jun
1,Anxiety Disorder,By State,New York,New York,8,June 18 - June 23,26.9,23.6,30.5,23.6 - 30.5,21.3-27.7,NY,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,8,June 18 - June 23,32.9,29.4,36.7,29.4 - 36.7,31.8-34.4,NY,18-Jun
1,Depressive Disorder,By State,New York,New York,9,June 25 - June 30,23.9,20.6,27.4,20.6 - 27.4,23.9-26.0,NY,25-Jun
1,Anxiety Disorder,By State,New York,New York,9,June 25 - June 30,30.6,27,34.4,27.0 - 34.4,29.5-32.2,NY,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,9,June 25 - June 30,34.3,30.5,38.3,30.5 - 38.3,34.1-35.9,NY,25-Jun
1,Depressive Disorder,By State,New York,New York,10,July 2 - July 7,28.5,25,32.1,25.0 - 32.1,26.8-29.3,NY,2-Jul
1,Anxiety Disorder,By State,New York,New York,10,July 2 - July 7,34.7,30.4,39.2,30.4 - 39.2,33.0-35.3,NY,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,10,July 2 - July 7,39.7,35.4,44,35.4 - 44.0,38.1-40.6,NY,2-Jul
1,Depressive Disorder,By State,New York,New York,11,July 9 - July 14,25,21.1,29.1,21.1 - 29.1,24.1-27.2,NY,9-Jul
1,Anxiety Disorder,By State,New York,New York,11,July 9 - July 14,34.2,29.2,39.6,29.2 - 39.6,31.1-34.2,NY,9-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,11,July 9 - July 14,38.3,33.4,43.5,33.4 - 43.5,34.8-38.3,NY,9-Jul
1,Depressive Disorder,By State,New York,New York,12,July 16 - July 21,29.3,25.1,33.8,25.1 - 33.8,26.0-29.3,NY,16-Jul
1,Anxiety Disorder,By State,New York,New York,12,July 16 - July 21,36.2,31.6,41.1,31.6 - 41.1,35.6-38.4,NY,16-Jul
1,Anxiety Disorder or Depressive Disorder,By State,New York,New York,12,July 16 - July 21,41.1,36,46.4,36.0 - 46.4,40.6-43.5,NY,16-Jul
2,Depressive Disorder,By State,New York,New York,13,Aug 19 - Aug 31,22.5,19.7,25.4,19.7 - 25.4,21.0-23.8,NY,19-Aug
2,Anxiety Disorder,By State,New York,New York,13,Aug 19 - Aug 31,29.9,26.9,33.1,26.9 - 33.1,28.5-30.6,NY,19-Aug
2,Anxiety Disorder or Depressive Disorder,By State,New York,New York,13,Aug 19 - Aug 31,34.4,31.3,37.6,31.3 - 37.6,33.3-35.6,NY,19-Aug
2,Depressive Disorder,By State,New York,New York,14,Sep 2 - Sep 14,25.1,21.6,28.8,21.6 - 28.8,23.3-26.5,NY,2-Sep
2,Anxiety Disorder,By State,New York,New York,14,Sep 2 - Sep 14,33.5,29.7,37.5,29.7 - 37.5,33.5-36.9,NY,2-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New York,New York,14,Sep 2 - Sep 14,37.7,33.6,41.9,33.6 - 41.9,35.4-38.1,NY,2-Sep
2,Depressive Disorder,By State,New York,New York,15,Sep 16 - Sep 28,23.5,20.8,26.5,20.8 - 26.5,21.6-24.0,NY,16-Sep
2,Anxiety Disorder,By State,New York,New York,15,Sep 16 - Sep 28,32.3,29.4,35.4,29.4 - 35.4,31.6-33.9,NY,16-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New York,New York,15,Sep 16 - Sep 28,36.2,32.9,39.7,32.9 - 39.7,33.4-36.2,NY,16-Sep
2,Depressive Disorder,By State,New York,New York,16,Sep 30 - Oct 12,23.3,19.8,27.1,19.8 - 27.1,22.5-24.4,NY,30-Sep
2,Anxiety Disorder,By State,New York,New York,16,Sep 30 - Oct 12,30.7,27.3,34.2,27.3 - 34.2,29.5-31.7,NY,30-Sep
2,Anxiety Disorder or Depressive Disorder,By State,New York,New York,16,Sep 30 - Oct 12,35.2,31.4,39.1,31.4 - 39.1,34.4-36.6,NY,30-Sep
2,Depressive Disorder,By State,New York,New York,17,Oct 14 - Oct 26,27,23.6,30.7,23.6 - 30.7,25.3-27.3,NY,14-Oct
2,Anxiety Disorder,By State,New York,New York,17,Oct 14 - Oct 26,34.3,30.5,38.3,30.5 - 38.3,32.6-34.8,NY,14-Oct
2,Anxiety Disorder or Depressive Disorder,By State,New York,New York,17,Oct 14 - Oct 26,38.9,35.1,42.8,35.1 - 42.8,37.2-39.6,NY,14-Oct
1,Depressive Disorder,By State,North Carolina,North Carolina,1,Apr 23 - May 5,21.1,17.1,25.6,17.1 - 25.6,20.8 - 22.1,NC,23-Apr
1,Anxiety Disorder,By State,North Carolina,North Carolina,1,Apr 23 - May 5,30,25.1,35.3,25.1 - 35.3,27.9 - 30.3,NC,23-Apr
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1,Apr 23 - May 5,34.6,29.4,40.1,29.4 - 40.1,33.4 - 34.7,NC,23-Apr
1,Depressive Disorder,By State,North Carolina,North Carolina,2,May 7 - May 12,20.2,15.6,25.5,15.6 - 25.5,16.7 - 20.6,NC,7-May
1,Anxiety Disorder,By State,North Carolina,North Carolina,2,May 7 - May 12,25.9,20.4,32,20.4 - 32.0,20.3 - 26.2,NC,7-May
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2,May 7 - May 12,28.1,22.4,34.4,22.4 - 34.4,26.1 - 30.5,NC,7-May
1,Depressive Disorder,By State,North Carolina,North Carolina,3,May 14 - May 19,22.6,17.3,28.7,17.3 - 28.7,20.8-23.2,NC,14-May
1,Anxiety Disorder,By State,North Carolina,North Carolina,3,May 14 - May 19,28.4,23.4,33.9,23.4 - 33.9,27.5-28.8,NC,14-May
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3,May 14 - May 19,32.2,26.8,38,26.8 - 38.0,29.8-32.5,NC,14-May
1,Depressive Disorder,By State,North Carolina,North Carolina,4,May 21 - May 26,22.1,18.5,26.1,18.5 - 26.1,21.0-22.9,NC,21-May
1,Anxiety Disorder,By State,North Carolina,North Carolina,4,May 21 - May 26,27.5,24.1,31.2,24.1 - 31.2,24.8-28.6,NC,21-May
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,4,May 21 - May 26,32.3,28.5,36.2,28.5 - 36.2,29.6-33.1,NC,21-May
1,Depressive Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,22.3,18.9,26,18.9 - 26.0,21.5-24.3,NC,28-May
1,Anxiety Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,29.6,26.1,33.3,26.1 - 33.3,26.8-29.6,NC,28-May
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,5,May 28 - June 2,33,29.2,37.1,29.2 - 37.1,31.7-34.2,NC,28-May
1,Depressive Disorder,By State,North Carolina,North Carolina,6,June 4 - June 9,21.6,16.6,27.2,16.6 - 27.2,21.3-25.0,NC,4-Jun
1,Anxiety Disorder,By State,North Carolina,North Carolina,6,June 4 - June 9,33.3,28.4,38.4,28.4 - 38.4,32.8-36.3,NC,4-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,6,June 4 - June 9,36.2,31.5,41.2,31.5 - 41.2,34.8-37.6,NC,4-Jun
1,Depressive Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,23.9,20,28.2,20.0 - 28.2,21.8-23.9,NC,11-Jun
1,Anxiety Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,30,26.1,34.2,26.1 - 34.2,27.4-30.5,NC,11-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,36.2,31.3,41.3,31.3 - 41.3,35.0-37.9,NC,11-Jun
1,Depressive Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,22.5,19.4,25.9,19.4 - 25.9,22.5-25.0,NC,18-Jun
1,Anxiety Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,29.1,25.3,33.2,25.3 - 33.2,27.8-30.8,NC,18-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,34.1,30.2,38.3,30.2 - 38.3,31.8-34.4,NC,18-Jun
1,Depressive Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,22.7,19.3,26.4,19.3 - 26.4,19.0-23.8,NC,25-Jun
1,Anxiety Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,30.4,26.3,34.9,26.3 - 34.9,29.5-32.2,NC,25-Jun
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,9,June 25 - June 30,33.4,29.2,37.9,29.2 - 37.9,29.2-34.0,NC,25-Jun
1,Depressive Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,28.3,24.2,32.7,24.2 - 32.7,26.8-29.3,NC,2-Jul
1,Anxiety Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,33.4,28.9,38.1,28.9 - 38.1,33.0-35.3,NC,2-Jul
1,Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,10,July 2 - July 7,38.4,34.1,42.8,34.1 - 42.8,38.1-40.6,NC,2-Jul
